Log		avg_mem	avg_stacksize	avg_totalsize	cmd	context_swaps	exitcode	forced_context_switches	fs_input	fs_output	max_mem	page_faults_majors	page_faults_minor	pagesize	rcpu	shmem	signals_rx	socket_messages_rx	socket_messages_tx	stime	unsharedmem	utime	vol_context_switches	wall
Makefile.1379012906.17719		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-6.pairwise -d 120916 -c 17 -x 6 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14181	4096	41%	0	0	0	0	0.06	0	0.76	177	0:02.02
Makefile.1379012908.18727		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-7.pairwise -d 120916 -c 17 -x 7 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29504	0	14200	4096	32%	0	0	0	0	0.06	0	0.67	189	0:02.23
Makefile.1379012910.7434		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-8.pairwise -d 120916 -c 17 -x 8 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14196	4096	38%	0	0	0	0	0.07	0	0.75	183	0:02.14
Makefile.1379012912.16875		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-9.pairwise -d 120916 -c 17 -x 9 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14199	4096	34%	0	0	0	0	0.05	0	0.68	157	0:02.10
Makefile.1379012915.22261		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-10.pairwise -d 120916 -c 17 -x 10 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14199	4096	33%	0	0	0	0	0.07	0	0.67	180	0:02.22
Makefile.1379012917.3492		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-11.pairwise -d 120916 -c 17 -x 11 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14196	4096	33%	0	0	0	0	0.08	0	0.72	196	0:02.38
Makefile.1379012919.14703		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-12.pairwise -d 120916 -c 17 -x 12 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14199	4096	38%	0	0	0	0	0.06	0	0.76	209	0:02.15
Makefile.1379012922.4121		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-13.pairwise -d 120916 -c 17 -x 13 -s 120916 -l 120916.int.bed"	0	0	40	0	38328	29488	0	14204	4096	44%	0	0	0	0	0.05	0	0.66	203	0:01.60
Makefile.1379012923.16480		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-14.pairwise -d 120916 -c 17 -x 14 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29488	0	14191	4096	30%	0	0	0	0	0.07	0	0.65	230	0:02.41
Makefile.1379012926.30298		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-15.pairwise -d 120916 -c 17 -x 15 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29504	0	14186	4096	36%	0	0	0	0	0.07	0	0.72	190	0:02.16
Makefile.1379012928.25913		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-16.pairwise -d 120916 -c 17 -x 16 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29472	0	14182	4096	39%	0	0	0	0	0.07	0	0.74	186	0:02.09
Makefile.1379012930.1595		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-17.pairwise -d 120916 -c 17 -x 17 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29488	0	14195	4096	31%	0	0	0	0	0.06	0	0.52	183	0:01.89
Makefile.1379012932.28502		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-18.pairwise -d 120916 -c 17 -x 18 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14193	4096	39%	0	0	0	0	0.07	0	0.69	223	0:01.96
Makefile.1379012934.11548		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-19.pairwise -d 120916 -c 17 -x 19 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14191	4096	30%	0	0	0	0	0.06	0	0.44	200	0:01.67
Makefile.1379012936.14673		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-20.pairwise -d 120916 -c 17 -x 20 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29504	0	14196	4096	59%	0	0	0	0	0.06	0	0.71	165	0:01.31
Makefile.1379012937.5089		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-21.pairwise -d 120916 -c 17 -x 21 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14182	4096	36%	0	0	0	0	0.09	0	0.74	199	0:02.30
Makefile.1379012939.9635		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-22.pairwise -d 120916 -c 17 -x 22 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14191	4096	37%	0	0	0	0	0.06	0	0.69	184	0:02.02
Makefile.1379012941.26311		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-1.pairwise -d 120916 -c 18 -x 1 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29488	0	14192	4096	37%	0	0	0	0	0.06	0	0.76	184	0:02.22
Makefile.1379012944.29620		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-2.pairwise -d 120916 -c 18 -x 2 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14200	4096	33%	0	0	0	0	0.07	0	0.68	180	0:02.24
Makefile.1379012946.8330		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-3.pairwise -d 120916 -c 18 -x 3 -s 120916 -l 120916.int.bed"	0	0	40	0	38328	29488	0	14198	4096	40%	0	0	0	0	0.07	0	0.76	172	0:02.05
Makefile.1379012948.1195		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-4.pairwise -d 120916 -c 18 -x 4 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14190	4096	37%	0	0	0	0	0.08	0	0.74	218	0:02.21
Makefile.1379012950.9978		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-5.pairwise -d 120916 -c 18 -x 5 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14200	4096	33%	0	0	0	0	0.06	0	0.77	187	0:02.48
Makefile.1379012953.14807		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-6.pairwise -d 120916 -c 18 -x 6 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14200	4096	39%	0	0	0	0	0.05	0	0.78	176	0:02.12
Makefile.1379012955.26857		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-7.pairwise -d 120916 -c 18 -x 7 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14178	4096	41%	0	0	0	0	0.07	0	0.75	172	0:02.01
Makefile.1379012957.12783		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-8.pairwise -d 120916 -c 18 -x 8 -s 120916 -l 120916.int.bed"	0	0	55	0	38328	29488	0	14196	4096	40%	0	0	0	0	0.07	0	0.75	172	0:02.05
Makefile.1379012959.24620		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-9.pairwise -d 120916 -c 18 -x 9 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14199	4096	34%	0	0	0	0	0.07	0	0.67	194	0:02.14
Makefile.1379012961.29133		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-10.pairwise -d 120916 -c 18 -x 10 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29472	0	14188	4096	25%	0	0	0	0	0.08	0	0.67	219	0:02.95
Makefile.1379012964.26259		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-11.pairwise -d 120916 -c 18 -x 11 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14206	4096	31%	0	0	0	0	0.08	0	0.67	196	0:02.36
Makefile.1379012967.18594		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-12.pairwise -d 120916 -c 18 -x 12 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14202	4096	37%	0	0	0	0	0.07	0	0.73	174	0:02.17
Makefile.1379012969.26242		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-13.pairwise -d 120916 -c 18 -x 13 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14196	4096	35%	0	0	0	0	0.08	0	0.76	182	0:02.38
Makefile.1379012971.23412		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-14.pairwise -d 120916 -c 18 -x 14 -s 120916 -l 120916.int.bed"	0	0	40	0	38328	29488	0	14199	4096	39%	0	0	0	0	0.06	0	0.76	178	0:02.13
Makefile.1379012973.4546		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-15.pairwise -d 120916 -c 18 -x 15 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14188	4096	41%	0	0	0	0	0.06	0	0.76	176	0:02.00
Makefile.1379012976.32039		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-16.pairwise -d 120916 -c 18 -x 16 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29488	0	14188	4096	31%	0	0	0	0	0.07	0	0.73	207	0:02.54
Makefile.1379012978.4558		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-17.pairwise -d 120916 -c 18 -x 17 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14195	4096	34%	0	0	0	0	0.08	0	0.67	178	0:02.19
Makefile.1379012980.8945		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-18.pairwise -d 120916 -c 18 -x 18 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29488	0	14198	4096	39%	0	0	0	0	0.07	0	0.75	181	0:02.09
Makefile.1379012982.17212		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-19.pairwise -d 120916 -c 18 -x 19 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14211	4096	37%	0	0	0	0	0.07	0	0.66	175	0:01.95
Makefile.1379012984.31566		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-20.pairwise -d 120916 -c 18 -x 20 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29488	0	14203	4096	37%	0	0	0	0	0.07	0	0.75	188	0:02.22
Makefile.1379012987.655		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-21.pairwise -d 120916 -c 18 -x 21 -s 120916 -l 120916.int.bed"	0	0	48	0	38328	29488	0	14189	4096	38%	0	0	0	0	0.08	0	0.75	191	0:02.20
Makefile.1379012989.487		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr18-22.pairwise -d 120916 -c 18 -x 22 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14203	4096	30%	0	0	0	0	0.05	0	0.78	203	0:02.70
Makefile.1379012992.30401		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-1.pairwise -d 120916 -c 19 -x 1 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14188	4096	38%	0	0	0	0	0.07	0	0.75	171	0:02.14
Makefile.1379012994.15850		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-2.pairwise -d 120916 -c 19 -x 2 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29472	0	14190	4096	34%	0	0	0	0	0.08	0	0.75	197	0:02.45
Makefile.1379012996.22292		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-3.pairwise -d 120916 -c 19 -x 3 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29504	0	14198	4096	36%	0	0	0	0	0.08	0	0.74	177	0:02.27
Makefile.1379012999.3450		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-4.pairwise -d 120916 -c 19 -x 4 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14202	4096	37%	0	0	0	0	0.06	0	0.76	182	0:02.18
Makefile.1379013001.6853		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-5.pairwise -d 120916 -c 19 -x 5 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14193	4096	52%	0	0	0	0	0.09	0	0.74	208	0:01.59
Makefile.1379013003.30919		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-6.pairwise -d 120916 -c 19 -x 6 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14203	4096	32%	0	0	0	0	0.05	0	0.70	189	0:02.33
Makefile.1379013005.17961		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-7.pairwise -d 120916 -c 19 -x 7 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14197	4096	40%	0	0	0	0	0.07	0	0.75	157	0:02.05
Makefile.1379013007.29526		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-8.pairwise -d 120916 -c 19 -x 8 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29488	0	14200	4096	35%	0	0	0	0	0.10	0	0.69	190	0:02.21
Makefile.1379013009.5187		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-9.pairwise -d 120916 -c 19 -x 9 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14188	4096	39%	0	0	0	0	0.09	0	0.74	193	0:02.13
Makefile.1379013011.405		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-10.pairwise -d 120916 -c 19 -x 10 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14183	4096	32%	0	0	0	0	0.09	0	0.53	257	0:01.91
Makefile.1379013013.13847		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-11.pairwise -d 120916 -c 19 -x 11 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14189	4096	33%	0	0	0	0	0.06	0	0.53	185	0:01.81
Makefile.1379013015.5451		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-12.pairwise -d 120916 -c 19 -x 12 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29504	0	14188	4096	42%	0	0	0	0	0.07	0	0.76	169	0:01.99
Makefile.1379013017.22127		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-13.pairwise -d 120916 -c 19 -x 13 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29504	0	14203	4096	34%	0	0	0	0	0.07	0	0.76	187	0:02.43
Makefile.1379013020.3819		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-14.pairwise -d 120916 -c 19 -x 14 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29488	0	14183	4096	39%	0	0	0	0	0.07	0	0.75	191	0:02.12
Makefile.1379013022.4921		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-15.pairwise -d 120916 -c 19 -x 15 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14198	4096	38%	0	0	0	0	0.05	0	0.77	179	0:02.16
Makefile.1379013024.10385		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-16.pairwise -d 120916 -c 19 -x 16 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29504	0	14192	4096	41%	0	0	0	0	0.08	0	0.69	194	0:01.84
Makefile.1379013026.17529		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-17.pairwise -d 120916 -c 19 -x 17 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29488	0	14182	4096	35%	0	0	0	0	0.08	0	0.70	170	0:02.21
Makefile.1379013028.16371		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-18.pairwise -d 120916 -c 19 -x 18 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29488	0	14206	4096	37%	0	0	0	0	0.06	0	0.69	170	0:02.01
Makefile.1379013030.8012		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-19.pairwise -d 120916 -c 19 -x 19 -s 120916 -l 120916.int.bed"	0	0	54	0	38328	29488	0	14190	4096	40%	0	0	0	0	0.07	0	0.75	191	0:02.05
Makefile.1379013032.24536		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-20.pairwise -d 120916 -c 19 -x 20 -s 120916 -l 120916.int.bed"	0	0	54	0	38328	29504	0	14190	4096	31%	0	0	0	0	0.06	0	0.76	178	0:02.64
Makefile.1379013035.28889		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-21.pairwise -d 120916 -c 19 -x 21 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14197	4096	37%	0	0	0	0	0.06	0	0.75	186	0:02.19
Makefile.1379013037.22973		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr19-22.pairwise -d 120916 -c 19 -x 22 -s 120916 -l 120916.int.bed"	0	0	33	0	38328	29488	0	14200	4096	29%	0	0	0	0	0.08	0	0.78	199	0:02.94
Makefile.1379013040.3599		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-1.pairwise -d 120916 -c 20 -x 1 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14188	4096	37%	0	0	0	0	0.06	0	0.77	187	0:02.24
Makefile.1379013043.28966		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-2.pairwise -d 120916 -c 20 -x 2 -s 120916 -l 120916.int.bed"	0	0	44	0	38328	29488	0	14197	4096	32%	0	0	0	0	0.07	0	0.77	203	0:02.55
Makefile.1379013045.10833		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-3.pairwise -d 120916 -c 20 -x 3 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29488	0	14188	4096	27%	0	0	0	0	0.08	0	0.74	208	0:03.02
Makefile.1379013048.13502		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-4.pairwise -d 120916 -c 20 -x 4 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14193	4096	39%	0	0	0	0	0.07	0	0.75	215	0:02.08
Makefile.1379013050.31685		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-5.pairwise -d 120916 -c 20 -x 5 -s 120916 -l 120916.int.bed"	0	0	40	0	38328	29488	0	14201	4096	40%	0	0	0	0	0.08	0	0.73	179	0:02.01
Makefile.1379013052.5544		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-6.pairwise -d 120916 -c 20 -x 6 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14190	4096	34%	0	0	0	0	0.05	0	0.68	178	0:02.14
Makefile.1379013055.20771		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-7.pairwise -d 120916 -c 20 -x 7 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29472	0	14183	4096	40%	0	0	0	0	0.06	0	0.76	166	0:02.08
Makefile.1379013057.3633		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-8.pairwise -d 120916 -c 20 -x 8 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14198	4096	39%	0	0	0	0	0.07	0	0.76	184	0:02.11
Makefile.1379013059.22745		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-9.pairwise -d 120916 -c 20 -x 9 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29504	0	14207	4096	41%	0	0	0	0	0.06	0	0.75	168	0:01.99
Makefile.1379013061.25449		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-10.pairwise -d 120916 -c 20 -x 10 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14202	4096	35%	0	0	0	0	0.06	0	0.74	190	0:02.26
Makefile.1379013063.29323		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-11.pairwise -d 120916 -c 20 -x 11 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29504	0	14195	4096	37%	0	0	0	0	0.08	0	0.74	187	0:02.22
Makefile.1379013066.6372		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-12.pairwise -d 120916 -c 20 -x 12 -s 120916 -l 120916.int.bed"	0	0	33	0	38328	29488	0	14188	4096	56%	0	0	0	0	0.08	0	0.68	161	0:01.37
Makefile.1379013067.20310		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-13.pairwise -d 120916 -c 20 -x 13 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14196	4096	35%	0	0	0	0	0.06	0	0.74	181	0:02.28
Makefile.1379013069.28635		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-14.pairwise -d 120916 -c 20 -x 14 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14202	4096	38%	0	0	0	0	0.13	0	0.62	171	0:01.97
Makefile.1379013071.18624		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-15.pairwise -d 120916 -c 20 -x 15 -s 120916 -l 120916.int.bed"	0	0	54	0	38328	29488	0	14203	4096	39%	0	0	0	0	0.09	0	0.74	190	0:02.11
Makefile.1379013073.18348		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-16.pairwise -d 120916 -c 20 -x 16 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14194	4096	53%	0	0	0	0	0.08	0	0.73	170	0:01.53
Makefile.1379013075.17565		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-17.pairwise -d 120916 -c 20 -x 17 -s 120916 -l 120916.int.bed"	0	0	30	0	38328	29488	0	14197	4096	35%	0	0	0	0	0.07	0	0.70	194	0:02.20
Makefile.1379013077.20261		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-18.pairwise -d 120916 -c 20 -x 18 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14185	4096	40%	0	0	0	0	0.06	0	0.77	181	0:02.07
Makefile.1379013079.22069		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-19.pairwise -d 120916 -c 20 -x 19 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29488	0	14205	4096	27%	0	0	0	0	0.09	0	0.50	207	0:02.15
Makefile.1379013082.8093		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-20.pairwise -d 120916 -c 20 -x 20 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14200	4096	58%	0	0	0	0	0.10	0	0.65	172	0:01.27
Makefile.1379013083.4237		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-21.pairwise -d 120916 -c 20 -x 21 -s 120916 -l 120916.int.bed"	0	0	48	0	38328	29488	0	14195	4096	45%	0	0	0	0	0.08	0	0.68	208	0:01.69
